,match_id,total,date,year,gender,domain,title
2917,67167,"Cinti Christian 1673, Mount Healthy 1462",2014-01-22,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2918,67168,"Mount Healthy 1702, Wilmington 1423",2014-01-23,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2919,68607,"Northwest 2249, Little Miami 1381",2014-01-23,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2920,68569,"Northwest 2260, Harrison 1987",2014-01-28,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2921,69987,"Franklin 1911, Little Miami 910",2014-01-29,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2922,68639,"Clinton Massie 1676, Wilmington 1640, Greeneview 1575",2014-01-29,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2923,67169,"Northwest 2469, Mount Healthy 1379",2014-01-29,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2924,68640,"Wilmington 1453, Little Miami 1419",2014-01-30,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2925,68608,"Colerain 2487, Northwest 2177",2014-01-30,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2926,71678,"Middletown Christian 1160, Little Miami 833",2014-02-03,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2927,71567,"Harrison 1802, Mount Healthy 1472",2014-02-03,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2928,68613,"Glen Este 2388, Northwest 2359",2014-02-03,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2929,68573,"Loveland 2323, Harrison 2102",2014-02-06,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2930,68636,"Wilmington 1508, Little Miami 972",2014-02-06,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2931,71732,"Hillsboro 1969, Wilmington 1792, Lynchburg Clay 1778",2014-02-10,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2932,68574,"Fairfield 2222, Harrison 2009",2014-02-10,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2933,71681,"Springboro 2027, Little Miami 1397",2014-02-10,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2934,67101,"Northwest 2265, Mount Healthy 1437",2014-02-10,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2935,71682,"Springboro 1763, Little Miami 1236",2014-02-12,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2936,68566,"Harrison 2065, Wilmington 1807",2014-02-13,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2937,69986,"Little Miami 721, Springboro 700",2014-02-17,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2938,71565,Mount Healthy at Sectionals ,2014-02-20,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2939,71828,Northwest at Sectionals ,2014-02-20,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2940,71671,Wilmington at Sectionals ,2014-02-20,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2941,71829,Northwest at Districts ,2014-02-26,2013-2014,215,http://www.swocsports.com/,Southwest Ohio Conference
2942,68816,"Turpin 2003, Ursuline Academy 1880, Wyoming 1108",2013-11-18,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2943,68738,"St. Ursula 1777, Walnut Hills 1629",2013-11-18,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2944,68797,"Seton 2207, Fairfield 2086",2013-11-19,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2945,68739,"St. Ursula 1671, CHCA 1574",2013-11-19,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2946,68714,"Mercy 2600, McAuley 2256",2013-11-19,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2947,68715,"Mercy 2502, Oak Hills 2316",2013-11-21,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2948,68740,"St. Ursula 1458, Wyoming 1186",2013-11-21,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2949,68693,McAuley at Baker Marathon ,2013-11-23,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2950,68716,"Mercy 2540, Mercy Louisville 2068",2013-11-24,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2951,69509,"Mount Notre Dame 1795, Cincinnati Christian 1650",2013-11-25,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2952,68717,"Mercy 2354, Fairfield 2176",2013-11-26,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2953,68799,"Seton 2214, Harrison 2195",2013-11-26,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2954,68817,"Hamilton 1829, Ursuline Academy 1802",2013-12-02,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2955,68694,"McAuley 2300, Ursuline Academy 1657",2013-12-03,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2956,68718,"Mercy 2669, Seton 2155",2013-12-03,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2957,69510,"Mount Notre Dame 1929, St. Ursula 1728",2013-12-03,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2958,68745,"St. Ursula 1684, Deer Park High School 1355",2013-12-04,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2959,68800,"Northwest 2424, Seton 2303",2013-12-04,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2960,68695,"McAuley 2351, Mt. Healthy 1572",2013-12-04,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2961,68719,"Mercy 2472, St. Ursula 1483",2013-12-05,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2962,68696,"McAuley 2390, Seton 2240",2013-12-05,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2963,68818,"Ursuline Academy 1948, Mount Notre Dame 1906",2013-12-05,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2964,68819,Ursuline Academy at Big Blue Classic ,2013-12-07,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2965,68720,Mercy at OH Kick Off ,2013-12-07,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2966,68801,Seton at Big Blue Classic ,2013-12-08,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2967,68721,Mercy at Big Blue Tourney ,2013-12-08,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2968,68802,"Seton 2231, Mount Notre Dame 1883",2013-12-10,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2969,68722,"Mercy 2568, Mount Notre Dame 1962",2013-12-11,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2970,68697,"McAuley 2410, St. Ursula 1644",2013-12-12,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2971,68803,"Seton 2326, Ursuline Academy 2015",2013-12-12,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2972,68723,Mercy at Holiday Classic ,2013-12-14,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2973,69511,Mount Notre Dame at Holiday Classic ,2013-12-14,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2974,68698,McAuley at Holiday Classic ,2013-12-14,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2975,68804,Holiday Classic at Seton ,2013-12-14,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2976,68822,Ursuline Academy at Holiday Classic ,2013-12-14,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2977,68743,"Seton 2210, St. Ursula 1556",2013-12-16,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2978,68699,"McAuley 2196, Mount Notre Dame 1702",2013-12-16,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2979,68724,"Mercy 2422, Ursuline Academy 1774",2013-12-16,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2980,69512,"Mount Notre Dame 1880, Deer Park High School 1586",2013-12-17,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2981,68823,"Ursuline Academy 2072, Cincinnati Christian 1878",2013-12-17,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2982,68744,"Amelia High School 1828, St. Ursula 1682",2013-12-19,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2983,68805,"Glen Este 2560, Seton 2089",2013-12-19,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2984,68700,"Northwest 2536, McAuley 2315",2013-12-20,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2985,68806,Seton at Holiday Classic ,2013-12-27,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2986,68701,McAuley at Back to School Bash ,2014-01-04,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2987,68746,"Seton 2290, St. Ursula 1924",2014-01-07,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2988,68703,"McAuley 2469, Mount Notre Dame 1876",2014-01-07,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2989,68737,"Mercy 2619, Northwest 2285",2014-01-08,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2990,68824,"Ursuline Academy 2131, Mount Notre Dame 1997",2014-01-09,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2991,68727,"Mercy 2152, St. Ursula 1895",2014-01-09,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2992,68704,"McAuley 2615, Seton 2344",2014-01-09,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2993,68705,McAuley at Bearcat Classic ,2014-01-10,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2994,68808,Seton at Bearcat Classic ,2014-01-10,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2995,68747,St. Ursula at Bearcat Classic ,2014-01-10,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2996,68748,"Ursuline Academy 2053, St. Ursula 1878",2014-01-13,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2997,68809,"Seton 2277, Mount Notre Dame 2016",2014-01-13,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2998,68706,"Mercy 2496, McAuley 2317",2014-01-13,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
2999,68752,"St. Ursula 2030, Withrow High School 1779",2014-01-14,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3000,69513,"Northwest 2452, Mount Notre Dame 1926",2014-01-14,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3001,68749,"St. Ursula 1876, Roger Bacon 1734",2014-01-15,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3002,68729,Mercy at Lancer Baker Bash ,2014-01-18,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3003,68810,Seton at Baker Bash ,2014-01-18,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3004,68707,McAuley at Lancer Baker Bash ,2014-01-18,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3005,68730,"Mercy 2475, Mount Notre Dame 1778",2014-01-21,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3006,68709,"McAuley 2579, Harrison 2054",2014-01-22,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3007,69517,"Mount Notre Dame 2013, St. Ursula 1942",2014-01-23,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3008,68725,"Mercy 2443, Ursuline Academy 1820",2014-01-23,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3009,68731,"Mercy 2631, Seton 2392",2014-01-23,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3010,68710,"McAuley 2474, Ursuline Academy 1888",2014-01-23,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3011,68711,"McAuley 2443, Mason 2331",2014-01-24,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3012,71794,"Mercy 3580, Ursuline Academy 2906, Mount Notre Dame 2713",2014-01-27,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3013,71795,"Mercy 3580, St. Ursula 2481",2014-01-27,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3014,71793,"Mercy 3580, McAuley 3268, Seton 3001",2014-01-27,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3015,68733,"Colerain High School 2505, Mercy 2387",2014-01-28,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3016,68708,"McAuley 2441, St. Ursula 2147",2014-01-29,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3017,68812,"Mason 2432, Seton 2254",2014-01-29,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3018,68811,"Seton 2285, Ursuline Academy 1845",2014-01-30,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3019,68734,"Mercy 2455, Mason 2245",2014-02-03,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3020,68702,"Colerain High School 2471, McAuley 2420",2014-02-03,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3021,68753,"St. Ursula 2056, Norwood High School 1633",2014-02-03,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3022,68742,"Ursuline Academy 2117, St. Ursula 1072",2014-02-04,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3023,68754,"Turpin High School 2196, St. Ursula 2102",2014-02-05,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3024,68713,"McAuley 2525, Fairfield 2187",2014-02-05,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3025,68813,"Oak Hills 2365, Seton 2299",2014-02-06,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3026,68736,"Mercy 2564, Glen Este 2409",2014-02-06,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3027,68755,"St. Ursula 1945, Summit Country Day 1801",2014-02-07,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3028,68712,"McAuley 2464, Loveland 2069",2014-02-10,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3029,71908,St. Ursula at Sectional Championship ,2014-02-20,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3030,71906,Mercy at Sectional Championship ,2014-02-20,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3031,71909,McAuley at Sectional Championship ,2014-02-20,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3032,73424,McAuley at District ,2014-02-22,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3033,71907,Mercy at District Championship ,2014-02-26,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3034,71911,Mercy at State Championship ,2014-03-08,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3035,71912,McAuley at State Championship ,2014-03-08,2013-2014,215,http://ggcl.gclsports.com/,Girls Greater Catholic League
3036,68460,"Wyoming 2003, Turpin 1878",2013-11-18,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3037,69102,"Milford 2477, Sycamore 2188",2013-11-18,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3038,68647,"Walnut Hills 2478, Clark 1348",2013-11-18,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3039,68939,"Loveland 2432, Kings 2004",2013-11-19,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3040,67267,"Glen Este 2804, Amelia 2088",2013-11-19,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3041,70252,"Anderson 2338, Goshen 2004",2013-11-19,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3042,68652,"Walnut Hills 2323, Deer Park 2055",2013-11-20,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3043,69921,"Goshen 2195, Milford 2175",2013-11-20,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3044,67268,Glen Este at Baker Marathon ,2013-11-23,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3045,68461,"Milford 2334, Turpin 2021",2013-11-25,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3046,67269,"Glen Este 2790, Anderson 2699",2013-11-25,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3047,68462,"Milford 2386, Turpin 1833",2013-11-26,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3048,68649,"Walnut Hills 2450, Norwood 2077",2013-11-26,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3049,68940,"Loveland 2239, Kings 2062",2013-11-26,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3050,67270,"Glen Este 2820, Anderson 2704",2013-11-26,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3051,68653,"Walnut Hills 2266, Milford 2238",2013-12-02,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3052,68941,"Anderson 2665, Kings 2076",2013-12-02,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3053,67271,"Glen Este 2688, Loveland 2340",2013-12-02,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3054,68942,"Anderson 2680, Kings 1920",2013-12-03,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3055,68463,"Turpin 1958, Withrow 1684",2013-12-03,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3056,68655,"Walnut Hills 2384, Milford 2338",2013-12-04,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3057,68465,"Turpin 1995, Lakota East 1743",2013-12-04,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3058,69104,"Milford 2625, Colerain 2535",2013-12-05,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3059,67272,"Glen Este 2927, Loveland 2447",2013-12-05,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3060,69671,Loveland at Big Blue Challenge **score not reported**,2013-12-07,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3061,71385,Anderson at Big Blue Challenge **score not reported**,2013-12-08,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3062,68466,"Walnut Hills 2438, Turpin 2122",2013-12-09,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3063,69105,"Milford 2208, Withrow 1553",2013-12-09,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3064,67273,"Glen Este 2670, Kings 2237",2013-12-09,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3065,69657,"Anderson 2718, Loveland 2523",2013-12-10,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3066,69106,"Mason 2460, Milford 2459",2013-12-11,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3067,68467,"Walnut Hills 2362, Turpin 2045",2013-12-11,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3068,68953,"Kings 1994, Little Miami 1836",2013-12-11,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3069,69658,"Anderson 2784, Loveland 2372",2013-12-12,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3070,68954,"Lebanon 2895, Kings 2025",2013-12-12,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3071,67276,Glen Este at Holiday Classic ,2013-12-15,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3072,69670,Loveland at Holiday Classic **score not reported**,2013-12-15,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3073,69828,Anderson at Holiday Classic ,2013-12-15,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3074,68468,Turpin at Holiday Classic ,2013-12-15,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3075,69659,"Loveland 2327, Withrow 1749",2013-12-16,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3076,67277,"Glen Este 2685, Turpin 2239",2013-12-16,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3077,69829,"Anderson 2929, Milford 2625",2013-12-17,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3078,69660,"Fairfield 2558, Loveland 2352",2013-12-17,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3079,68943,"Walnut Hills 2416, Kings 2304",2013-12-17,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3080,67278,"Glen Este 2639, Turpin 2037",2013-12-17,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3081,68944,"Walnut Hills 2569, Kings 2040",2013-12-18,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3082,68469,"Princeton 2661, Turpin 1828",2013-12-18,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3083,70365,"Anderson 2422, Milford 2314",2013-12-19,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3084,67279,"Elder 2842, Glen Este 2572",2013-12-19,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3085,71387,Anderson at Back to school bash ,2014-01-05,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3086,68471,"Anderson 2466, Turpin 2156",2014-01-07,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3087,71339,"Glen Este 2747, Walnut Hills 2478",2014-01-08,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3088,71333,"McNicholas 2251, Turpin 2178",2014-01-08,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3089,70704,"Milford 2477, Loveland 2313",2014-01-09,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3090,70975,"Glen Este 2682, Kings 2062",2014-01-09,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3091,68658,Walnut Hills at Bearcat Classic ,2014-01-10,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3092,67282,Glen Este at ECC/SWOC Tournament ,2014-01-11,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3093,68657,Walnut Hills at SWOC/ECC  Tournament ,2014-01-11,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3094,69109,Milford at ECC/SWOC ,2014-01-11,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3095,68957,Kings at ECC/SWOC Tournament ,2014-01-11,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3096,68472,Turpin at SWOC/ECC Tournament ,2014-01-11,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3097,69663,Loveland at SWOC/ECC Tournament **score not reported**,2014-01-11,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3098,69831,Anderson at Tourney ,2014-01-11,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3099,68473,"Loveland 2476, Turpin 2085",2014-01-13,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3100,67281,"Glen Este 2798, Walnut Hills 2415",2014-01-13,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3101,68659,"Anderson 2742, Walnut Hills 2576",2014-01-14,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3102,68945,"Kings 2467, Milford 2422",2014-01-14,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3103,67283,"Glen Este 2505, McNicholas 2240",2014-01-15,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3104,69112,"Milford 2219, Amelia 1739",2014-01-15,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3105,68661,"Anderson 2567, Walnut Hills 2350",2014-01-15,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3106,68474,"Loveland 2274, Turpin 2003",2014-01-16,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3107,68946,"Milford 2263, Kings 2169",2014-01-16,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3108,69113,Milford at Lancer Baker Bash ,2014-01-18,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3109,67284,Glen Este at Lancer Bash ,2014-01-18,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3110,68475,Turpin at Lancer Baker Bash ,2014-01-18,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3111,71459,Walnut Hills at Lancer Baker Bash ,2014-01-18,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3112,68665,"Walnut Hills 2341, Loveland 2220",2014-01-22,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3113,71452,"Anderson 2588, Withrow 1437",2014-01-22,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3114,67286,"Glen Este 2524, Wilmington 2471",2014-01-22,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3115,71331,"Anderson 2840, Turpin 2007",2014-01-23,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3116,68961,"Goshen 2218, Kings 2116",2014-01-23,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3117,68666,"Walnut Hills 2530, Loveland 2337",2014-01-23,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3118,69668,Loveland at Crossgate House Challenge **score not reported**,2014-01-26,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3119,68477,"Kings 2196, Turpin 2142",2014-01-27,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3120,67287,"Glen Este 2759, Milford 2543",2014-01-27,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3121,68478,"Kings 2372, Turpin 1971",2014-01-28,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3122,67288,"Glen Este 2761, Mason 2556",2014-01-28,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3123,69834,"Anderson 2727, Seven Hills 2156",2014-01-29,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3124,69664,Loveland at Deer Park **score not reported**,2014-01-29,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3125,68479,"Fairfield 2681, Turpin 2078",2014-01-30,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3126,67289,"Milford 2345, Glen Este 2247",2014-01-30,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3127,68669,Walnut Hills at Withrow **score not reported**,2014-02-03,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3128,68480,"Turpin 2208, Goshen 2159",2014-02-03,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3129,67290,"Northwest 3044, Glen Este 2639",2014-02-03,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3130,71709,"Goshen 2441, Kings 2367",2014-02-06,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3131,69667,Loveland at Harrison **score not reported**,2014-02-06,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
3132,68671,"Walnut Hills 2190, Summit Country Day 1951",2014-02-10,2013-2014,137,https://eccsports.com/,Eastern Cincinnati Conference
